timeCNT,planningAngle::waist_yaw_joint,planningAngle::waist_pitch_joint,planningAngle::waist_roll_joint,planningAngle::left_shoulder_pitch_joint,planningAngle::left_shoulder_roll_joint,planningAngle::left_shoulder_yaw_joint,planningAngle::left_elbow_joint,planningAngle::left_wrist_yaw_joint,planningAngle::left_wrist_pitch_joint,planningAngle::left_wrist_roll_joint,planningAngle::right_shoulder_pitch_joint,planningAngle::right_shoulder_roll_joint,planningAngle::right_shoulder_yaw_joint,planningAngle::right_elbow_joint,planningAngle::right_wrist_yaw_joint,planningAngle::right_wrist_pitch_joint,planningAngle::right_wrist_roll_joint
0.0,0.0,0.0,0.0,0.4,0.0,0.0,-1.2,-1.57,0.0,0.0,0.4,0.0,0.0,-1.2,1.57,0.0,0.0
10.0,0.0,0.0,0.0,0.3901,0.00175,-0.004,-1.204,-1.57495,0.0,0.0,0.4,0.0,0.0,-1.2,1.57,0.0,0.0
20.0,0.0,0.0,0.0,0.38020000000000004,0.0035,-0.008,-1.208,-1.5799,0.0,0.0,0.4,0.0,0.0,-1.2,1.57,0.0,0.0
30.0,0.0,0.0,0.0,0.3703,0.00525,-0.012,-1.212,-1.58485,0.0,0.0,0.4,0.0,0.0,-1.2,1.57,0.0,0.0
40.0,0.0,0.0,0.0,0.36040000000000005,0.007,-0.016,-1.216,-1.5898,0.0,0.0,0.4,0.0,0.0,-1.2,1.57,0.0,0.0
50.0,0.0,0.0,0.0,0.35050000000000003,0.008749999999999999,-0.02,-1.22,-1.5947500000000001,0.0,0.0,0.4,0.0,0.0,-1.2,1.57,0.0,0.0
60.0,0.0,0.0,0.0,0.3406,0.0105,-0.024,-1.224,-1.5997000000000001,0.0,0.0,0.4,0.0,0.0,-1.2,1.57,0.0,0.0
70.0,0.0,0.0,0.0,0.3307,0.01225,-0.028,-1.228,-1.6046500000000001,0.0,0.0,0.4,0.0,0.0,-1.2,1.57,0.0,0.0
80.0,0.0,0.0,0.0,0.32080000000000003,0.014,-0.032,-1.232,-1.6096000000000001,0.0,0.0,0.4,0.0,0.0,-1.2,1.57,0.0,0.0
90.0,0.0,0.0,0.0,0.3109,0.01575,-0.036000000000000004,-1.236,-1.6145500000000002,0.0,0.0,0.4,0.0,0.0,-1.2,1.57,0.0,0.0
100.0,0.0,0.0,0.0,0.30100000000000005,0.017499999999999998,-0.04,-1.24,-1.6195000000000002,0.0,0.0,0.4,0.0,0.0,-1.2,1.57,0.0,0.0
110.0,0.0,0.0,0.0,0.2911,0.01925,-0.044000000000000004,-1.244,-1.62445,0.0,0.0,0.4,0.0,0.0,-1.2,1.57,0.0,0.0
120.0,0.0,0.0,0.0,0.2812,0.021,-0.048,-1.248,-1.6294,0.0,0.0,0.4,0.0,0.0,-1.2,1.57,0.0,0.0
130.0,0.0,0.0,0.0,0.2713,0.02275,-0.052000000000000005,-1.252,-1.63435,0.0,0.0,0.4,0.0,0.0,-1.2,1.57,0.0,0.0
140.0,0.0,0.0,0.0,0.2614,0.0245,-0.056,-1.256,-1.6393,0.0,0.0,0.4,0.0,0.0,-1.2,1.57,0.0,0.0
150.0,0.0,0.0,0.0,0.25150000000000006,0.02625,-0.060000000000000005,-1.26,-1.64425,0.0,0.0,0.4,0.0,0.0,-1.2,1.57,0.0,0.0
